,Unnamed: 0,url,title,spotify_id,release_year,artist_name,lyrics,verse_1
10,10,https://open.spotify.com/track/0NjLgGCwHAE0KhVTALxdCb,Die Nacht von Freitag auf Montag,0NjLgGCwHAE0KhVTALxdCb,2016-04-15,Peter Wackel,"{""status""false,""reason""""Unexpected error occurred (no quota cost) Please try again later""}",
11,11,https://open.spotify.com/track/2Vz4iMRlwS95zChQbZo4HL,Scheiss auf Schickimicki - Video Edit,2Vz4iMRlwS95zChQbZo4HL,2014-12-12,Mia Julia," Scheiß auf Schickimicki
 Ich will noch 'n Bier
 Monaco StTropez nicht mit mir
 Sie war im Urlaub im teuren Hotel
 Ich lag im Schnee unterm Himmelszelt
 Er fährt Ferrari und hat auch ein Boot
 Ich fahr auf Skiern ins Abendrot
 Sie steht auf Glamour und die Hollywoodwelt
 Ich wohn im Dorf weils mir da gefällt
 Ich brauch kein' Luxus und keinen teuren Wein
 Nehmt mich wie ich bin oder lasst es sein
 Scheiß auf Schickimicki
 Ich will noch 'n Bier
 Monaco StTropez nicht mit mir
 Scheiß auf Schickimicki
 Ich will kein' Champagner
 Wir nehmen jetzt die Hütte so richtig auseinander
 Scheiß auf Schickimicki
 Ich will noch 'n Bier
 Monaco StTropez nicht mit mir
 Scheiß auf Schickimicki
 Ich will kein' Champagner
 Wir feiern jetzt ne Party und singen miteinander
 Lalalalalalala
 Lalalalalalala
 Lalalalalalala
 Ohehoh
 Sie liebt den DJ und badet im Sekt
 Ich hab in der Jacke noch 'nen Flachmann versteckt
 Er kennt sie alle schüttelt jedem die Hand
 Ich werd' noch nicht mal von den Eltern erkannt
 Sie träumt von nem Pelz und nem modischen Hut
 Mir steht mein Skihelm noch nichtmal so gut
 Ich brauch kein' Luxus und keinen teuren Wein
 Nehmt mich wie ich bin oder lasst es sein
 Scheiß auf Schickimicki
 Ich will noch 'n Bier
 Monaco StTropez nicht mit mir
 Scheiß auf Schickimicki
 Ich will kein' Champagner
 Wir nehmen jetzt die Hütte so richtig auseinander
 Scheiß auf Schickimicki
 Ich will noch 'n Bier
 Monaco StTropez nicht mit mir
 Scheiß auf Schickimicki
 Ich will kein' Champagner
 Wir feiern jetzt ne Party und singen miteinander
 Lalalalalalala
 Lalalalalalala
 Lalalalalalala
 Ohehoh
 Lalalalalalala
 Lalalalalalala
 Lalalalalalala
 Ohehoh
 Scheiß auf Schickimicki
 Ich will noch 'n Bier
 Monaco StTropez nicht mit mir
 Scheiß auf Schickimicki
 Ich will kein' Champagner
 Wir feiern jetzt ne Party und singen miteinander
 Lalalalalalala
 Lalalalalalala
 Lalalalalalala
 Ohehoh
 Lalalalalalala
 Lalalalalalala
 Lalalalalalala
 Ohehoh
 Lalalalalalala
", Scheiß auf Schickimicki
12,12,https://open.spotify.com/track/4SKE9kq81prJw80O8zCTIM,Auf die Liebe,4SKE9kq81prJw80O8zCTIM,2014-05-30,Mia Julia," La la la la la la la la la la la la la la la
 La la la la la la la la la la la la la la la
 Es ist Sommer
 Und ich spüre diese Sehnsucht tief in mir
 In den Sternen steht geschrieben
 Dass ich mein Herz an dich verlier'
 Und ich schaue in den Himmel
 Nur ein Gedanke, der noch zählt
 Tausend Meilen richtung Süden
 An den schönsten Ort der Welt
 Auf die Liebe, auf das Leben
 Auf die Sonne und das Meer
 Hoch die Gläser auf Mallorca
 Denn ich bleib für immer hier
 La la la la la la la la la la la la la la la
 La la la la la la la la la la la la la la la
 Es ist Sommer und ich fühle
 Dass es dir genauso geht
 Blickst du abends in die Sterne
 Hörst du wie ich das selbe Lied
 Vom schönen Leben hier im Süden
 Vom weißen Strand und wildem Wein
 Und findest du hier deine Liebe
 Dann möchtest du nie wieder heim
 Auf die Liebe, auf das Leben
 Auf die Sonne und das Meer
 Hoch die Gläser auf Mallorca
 Denn ich bleib für immer hier
 La la la la la la la la la la la la la la la
 La la la la la la la la la la la la la la la
 Und wir schauen in den Himmel
 Nur ein Gedanke, der noch zählt
 Tausend Meilen richtung Süden
 An den schönsten Ort der Welt
 Auf die Liebe, auf das Leben
 Auf die Sonne und das Meer
 Hoch die Gläser auf Mallorca
 Denn ich bleib für immer hier
 La la la la la la la la la la la la la la la
 La la la la la la la la la la la la la la la
 La la la la la la la
", La la la la la la la la la la la la la la la
13,13,https://open.spotify.com/track/2TBimpeTwsFPzpSRuUHw18,Johnny Däpp (Ich will Mallorca zurück),2TBimpeTwsFPzpSRuUHw18,2016-06-10,Lorenz Büffel," Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Weisser Strand, rein in den Flieger
 Heute seh ich dich endlich wieder
 Warum jetzt? Warum heute?
 Hier sind einfach geile Leute
 Wir stehn am Meer, hinter uns die Wellen
 Ihr sitzt nur da, seid die Stunden am zählen
 Es ist perfekt so, das ist mein Leben
 Es kann für mich nichts bessres geben
 Scheiss auf den Job
 Scheiss auf mein Geld
 Egal was ihr sagt
 Egal was ihr denkt
 Ich möcht nur eins
 Ich möchte mein Glück
 Alles egal
 Ich will Malle zurück
 Scheiss auf den Job
 Scheiss auf mein Geld
 Egal was ihr sagt
 Egal was ihr denkt
 Ich möcht nur eins
 Ich möchte mein Glück
 Alles egal
 Ich will Malle zurück
 Ich will Malle zurück, ich will Malle zurück
 Ich will Malle zurück, ich will Malle zurück
 Ich will Malle, Malle, Malle, Malle, Malle, Malle, Mamamamamama
 Johnny Däpp
 Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny
 Wir reiten auf den Wellen
 Wir verbrennen unser Geld
 Wir sind Malle verrückt
 Das ist alles was zählt
 Denn endlich wieder
 Richtig feiern endlich wieder bäng bäng
 Keiner geht uns auf die Eier
 Endlich wieder bäng
 Wollt ihr Malle zurück?
 Wir wollen Malle zurück!
 Seid ihr denn Malle verrückt?
 Wir wollen Malle zurück!
 Seid ihr denn alle verrückt?
 Wir wollen Malle zurück!
 Guten Tag, guten Tag
 Ich will mein Malle zurück!
 Scheiss auf den Job
 Scheiss auf mein Geld
 Egal was ihr sagt
 Egal was ihr denkt
 Ich möcht nur eins
 Ich möcht mein Glück
 Alles egal
 Ich will Malle zurück
 Scheiss auf den Job
 Scheiss auf mein Geld
 Egal was ihr sagt
 Egal was ihr denkt
 Ich möcht nur eins
 Ich möcht mein Glück
 Alles egal
 Ich will Malle zurück
 Ich will Malle zurück, ich will Malle zurück
 Ich will Malle zurück, ich will Malle zurück
 Ich will Malle, Malle, Malle, Malle, Malle, Malle, Mamamamamama
 Johnny Däpp
 Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp Däpp Däpp Johnny Däpp Däpp
 Johnny Johnny Däpp
", Däpp Däpp Däpp Johnny Däpp Däpp
14,14,https://open.spotify.com/track/0dDvEjTmTa1n2X7shN3gE0,Aua im Kopf (Morgen sind wir schlauer...),0dDvEjTmTa1n2X7shN3gE0,2016-05-06,Tobee," Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh - Ah, Uh - Ah, Uh - Ah
 Ja ich geh steil
 Mir geht's gut
 Auch mit vier Promille
 Zum Glück trag ich am Kopf mehrere Sonnenbrillen
 Und fragst du mich was meine sieben Hobbys sind
 Sex und Saufen, denn das kann ich blind
 Ich kann auch ohne Spaß Alkohol haben
 Drum geh ich mal direkt zur nächsten Bierausgabe
 Doch ich bin so voll ich kann nicht mal mehr freihändig geh'n, egal dann gibt's das letzte Bier eben im Steh'n
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh - Ah, Uh - Ah, Uh - Ah
 Ne sexy Polizistin geht jetzt in ner Uniform daher
 Sie sagt ich soll mal blasen
 Fünf Euro bitte sehr
 Fünf Euro für 'nen Blowjob
 Das finde ich fein
 Doch als ich ihn raushol
 Da schreit sie ""du Schwein""
 Die Wohnung gekündigt und im Job gefeuert
 Ich trinke alles hauptsache es macht bescheuert
 In meinem nächsten Leben werd' ich dann wieder normal
 Doch heute Nacht da bleib ich völlig asozial
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh - Ah, Uh - Ah, Uh -Ah, Uh - Ah
 Es ist so wie jedes Jahr, ja
 Jedes Jahr, ja
 Jedes Jahr, ja
 Wir sind planlos an der Playa
 (An der Playa)
 Und singen
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh, Ah, Morgen wieder Aua im Kopf
 Aua, Aua, Aua im Kopf
 Morgen sind wir schlauer
 Doch dann ist es zu spät
 Denn dann macht unser Kopf schon wieder
 Uh - Ah, Uh - Ah, Uh - Ah, Uh - Ah
"," Uh, Ah, Morgen wieder Aua im Kopf"
15,15,https://open.spotify.com/track/0BxUQDBa1pCRlUYEELwBcH,Dass wir auf Malle sind,0BxUQDBa1pCRlUYEELwBcH,2016-05-06,Ina Colada,,
16,16,https://open.spotify.com/track/627QU4vNG3alCWCK1FMeLK,Hulapalu,627QU4vNG3alCWCK1FMeLK,2015-05-15,Andreas Gabalier," Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di eh
 Happy hour, mitten in der Nacht
 Sexy, alles tanzt alles lacht
 Vierzig Grad am Dancefloor
 Hulapalu sagst du in mei Ohr
 Wo's is denn Hulapalu, Wo's ghert denn da dazu
 Macht ma beim Hulapalu vielleicht die Augen zu
 Kann ma beim Hulapalu die Sterndal sehn
 Sag mir, wie soll des Gehn?
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di eh
 Du host du gsagt
 Und Fu hab i gedacht
 Wasd nur du mit mir machst
 Wenn nur du für mi lachst
 I und du und nur der Mond schaut zu
 Dann sagst du Hulapalu, Hulapalu, Hulapalu
 Wo's is denn Hulapalu, sog mir wo kummt des her
 Wie schreibt ma Hulapalu was is des bitte sehr
 I glaub nur Hulapalu is ned ganz Jugendfrei
 Du sogst nur was is schon dabei?
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di eh
 Du host du gsagt
 Und Fu hab i gedacht
 Wasd nur du mit mir machst
 Wenn nur du für mi lachst
 I und du und nur der Mond schaut zu
 Dann sagst du
 Du host du gsagt
 Und Fu hab i gedacht
 Wasd nur du mit mir machst
 Wenn nur du für mi lachst
 I und du und nur der Mond schaut zu
 Dann sagst du Hulapalu
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di ho di eh
 Hodi odi ohh di eh
", Hodi odi ohh di ho di eh
17,17,https://open.spotify.com/track/46FrhJAuM2n3NGHc93Pn38,Wir sind die Geilsten,46FrhJAuM2n3NGHc93Pn38,2016-06-17,Mia Julia," Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
 Wir sind die Geilsten und was and're sagen ist uns scheiß egal
 Wir sind frei, wild und jung und wir feiern uns total
 Dieser Tag wird zur Legende
 Diese Nacht geht nie zu Ende
 Wir sind hier und wir heben uns're Hände
 Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
 Wer sind die Geilsten, wir sind die Geilsten
 Wer sind die Geilsten, wir sind die Geilsten
 Wer sind die Geilsten, wir sind die Geilsten
 Wer sind die Geilsten
 Das geht an alle die nicht glauben, dass wir die Geilsten sind
 Wir werden es beweisen, schaut uns an, hört alle hin
 Dieser Tag wird zur Legende
 Diese Nacht geht nie zu Ende
 Wir sind hier und wir heben uns're Hände
 Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
 Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
 Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
 Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
 Olé Olé
 Olé Olé Olé
 Wir sind die Geilsten Olé
 Sind die Geilsten Olé
 Sind die Geilsten Olé
", Olé Olé Olé Olé Olé Wir sind die Geilsten Olé Sind die Geilsten Olé Sind die Geilsten Olé
18,18,https://open.spotify.com/track/0fiQrNiVawYYIa9fTeP8wq,100.000 leuchtende Sterne - Clubmix,0fiQrNiVawYYIa9fTeP8wq,2012-01-01,Anna-Maria Zimmermann," Wir haben hunderttausend leuchtende Sterne gesehn
 Wir haben hunderttausend leuchtende Sterne gesehn,
 Für diese drei kleinen Worte mussten erst Jahre vergehn
 Wir haben uns tausendmal gesehn und nichts dabei gedacht,
 Hundert Nächte sind wir durchgedreht, haben tausendmal gelacht
 Ob wirklich alles anders wird, enscheidet diese Nacht,
 Ich setzte alles aufs Spiel und hoff, dass du mich glücklich machst
 Wir haben hunderttausend leuchtende Sterne gesehn,
 Für diese drei kleinen Worte mussten erst Jahre vergehn
 Das plötzlich alles anders war, hat mich eiskalt erwischt,
 Tausendmal hab ich mein Herz gefragt, ob es daran zerbricht
 Ob wirklich alles anders wird, enscheidet diese Nacht,
 Ich setzte alles aufs Spiel und hoff, dass du mich glücklich machst
 Wir haben hunderttausend leuchtende Sterne gesehn,
 Für diese drei kleinen Worte mussten erst Jahre vergehn
 Hunderttausend Wir haben hunderttausend leuchtende Sterne gesehn,
 Für diese drei kleinen Worte, mussten erst Jahre vergehn
 Wir haben hunderttausend leuchtende Sterne gesehn,
 Für diese drei kleinen Worte, mussten erst Jahre vergehn
 Mussten erst Jahre vergehn
", Wir haben hunderttausend leuchtende Sterne gesehn
19,19,https://open.spotify.com/track/5pSiJebIsLUblWiAHcJqIB,Hey Mr. DJ,5pSiJebIsLUblWiAHcJqIB,2014-01-24,Mia Julia," Party Nation
 Eskalation
 Hey was ist los? Was geht denn ab?
 Seit Stunden fahren wir sinnlos durch die Stadt
 Kein Schwein aud der Straße, ich hab' die Scheiße satt
 Wo ist denn der Laden, der 'ne Party macht?
 Mit Musik, die ich so lieb'
 Mit 'nem Sound, den ich so brauch'
 Mit nem Beat, der uns so schiebt
 Hey Mr DJ, komm spiel unser Lied
 Hey Mr DJ, ich brauch' es laut
 Solange bis der Bass durch die Decke haut
 Hey Mr DJ, gib uns was aufs Ohr
 Und der ganze Laden springt im Chor
 Das geht lauter
 Party Nation
 Wir finden diese Stadt mit unserm Beat
 Elvis Presley hätte diesen Song geliebt
 Und wir schreiben jede Zeile an die Wände
 Wir lassen uns so treiben und klatschen in die Hände
 Zur Musik, die ich so lieb'
 Zu dem Sound, den ich so brauch'
 Zu dem Beat, der uns so schiebt
 Hey Mr DJ, wir haben dich so lieb
 Hey Mr DJ, ich brauch' es laut
 Solange bis der Bass durch die Decke haut
 Hey Mr DJ gib uns was aufs Ohr
 Und der ganze Landen springt im Chor
 Party Nation
 Und jetzt alle
 Eskalation
 Das geht lauter
 Und jetzt alle
 Das geht lauter
 Party nation
 Und jetzt alle
 Feierallarm
", Party Nation Eskalation Hey was ist los? Was geht denn ab? Seit Stunden fahren wir sinnlos durch die Stadt
20,20,https://open.spotify.com/track/5l1ReQ4S8mfTQp1nCUO5vT,Wir versaufen unser Geld,5l1ReQ4S8mfTQp1nCUO5vT,2015-05-01,Deejay Biene," Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Ob in Hamburg, Wien oder Shanghai
 Ob in Liverpool oder auf Hawaii
 Was soll man mit dem ganzen Geld?
 So versaufen wir es auf der ganzen Welt
 Und deshalb
 Auf die Bänke, auf die Stühle
 Dieser Ort ist unsre Bühne
 Hoch die Tassen, Glück auf
 Sauft die Gläser aus
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Wir singen
 Schalalalala, schalalalalalala
 Schalalalala, international
 Mit dem Flieger nach Mallorca
 Mit dem Bus ans Tote Meer
 Zu Fuß in Heidis Nacktbar
 Wir saufen jede Kneipe leer
 Bewegt euch
 Auf die Bänke, auf die Stühle
 Dieser Ort ist unsre Bühne
 Hoch die Tassen, Glück auf
 Sauft die Gläser aus
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Wir singen
 Schalalalala, schalalalalalalala
 Schalalalala, international
 Und sind wir breit wie nach Basslumpi
 Und haben den Arsch so richtig voll
 Dann Essen wir zur Stärkung eine Currywurst
 Und beginnen noch mal ganz von vorn
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 Wir versaufen unser Geld
 In den Kneipen dieser Welt
 International, wo wir saufen, scheißegal
 International, wo wir saufen, scheißegal
", Wir versaufen unser Geld
21,21,https://open.spotify.com/track/5Ztv8GE7gVUf1ckDiTCyDQ,Alle Kinder Lernen Lesen - Extended-Version,5Ztv8GE7gVUf1ckDiTCyDQ,2010-01-01,Ina Colada,,
22,22,https://open.spotify.com/track/0MVYoGIvOLCP6wx17TVWNn,Auswärts sind wir asozial,0MVYoGIvOLCP6wx17TVWNn,2016-04-15,Killermichel," Auswärts, auswärts
 Auswärts asozial
 Auswärts, auswärts
 Auswärts asozial
 Mit dem Sonderzug nach Bayern
 Oder mit dem Bus nach Prag
 Auswärts wird gefeiert
 Mit viel Alkohol am Start
 Also macht euch auf die Reise
 Heute hol'n wir uns den Sieg
 Wir sind laut, ihr so leise
 Und wir singen dieses Lied
 Denn auswärts sind wir asozial
 Auswärts sind wir hart
 Auswärts sind wir asozial
 Denn wir saufen schon auf der Fahrt
 Auswärts sind wir asozial
 Auswärts sind wir hart
 Auswärts sind wir asozial
 Denn wir saufen schon auf der Fahrt
 Auswärts (auswärts), auswärts (auswärts)
 Auswärts asozial
 Auswärts (auswärts), auswärts (auswärts)
 Auswärts asozial
 Und ihr denkt, wir sind die schlimmsten
 Ja, ich glaub, da habt ihr Recht
 Niemals nüchtern, immer asozial
 Zieh'n wir auswärts ins Gefecht
 Steht eure Stadt in Flammen
 Waren wir wahrscheinlich da
 Kehrt die Scherben schnell zusammen
 Und macht's gut bis nächstes Jahr
 Denn auswärts sind wir asozial
 Auswärts sind wir hart
 Auswärts sind wir asozial
 Denn wir saufen schon auf der Fahrt
 Auswärts sind wir asozial
 Auswärts sind wir hart
 Auswärts sind wir asozial
 Denn wir saufen schon auf der Fahrt
 Auswärts (auswärts), auswärts (auswärts)
 Auswärts asozial
 Auswärts (auswärts), auswärts (auswärts)
 Auswärts asozial
 Alkohol und schöne Frauen
 Currywurst und Dosenbier
 Fiesta de la noche
 Im nächsten Jahr sind wir wieder hier
 Denn auswärts sind wir asozial
 Auswärts sind wir hart
 Auswärts sind wir asozial
 Denn wir saufen schon auf der Fahrt
 Auswärts sind wir asozial
 Auswärts sind wir hart
 Auswärts sind wir asozial
 Denn wir saufen schon auf der Fahrt
 Auswärts (auswärts), auswärts (auswärts)
 Auswärts asozial
 Auswärts (auswärts), auswärts (auswärts)
 Auswärts asozial
 Auswärts, auswärts
 Auswärts asozial
 Auswärts, auswärts
 Auswärts asozial
"," Auswärts, auswärts"
23,23,https://open.spotify.com/track/2zeYHLABcv2evKHI3KtG3b,Deine Freundin,2zeYHLABcv2evKHI3KtG3b,2015-09-11,Micaela Schäfer,,
24,24,https://open.spotify.com/track/7GDd5maZp10kjA82B9QICj,Finger weg von Sachen ohne Alkohol,7GDd5maZp10kjA82B9QICj,2016-06-24,Mickie Krause," Ich werde oft gefragt
 ""Mickie, kannst du mir 'n Tipp geben?""
 Ja sicher!
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Ohne Alkohol fühlst du dich nicht wohl
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Sei immer auf der Hut (Hut), ohne Alkohol ist nicht gut
 Ich geh' gern zum Griechen, was Schöneres gibt es nicht
 Weil man nach dem Essen einen Ouzo kriegt
 Und beim Italiener, ja, da mag ich sehr
 Den kleinen Grappa hinterher (Yeah)
 Bin ich dann beim Fußball, hab' ich in der Hand
 Einen Becher Bier und freu' mich auf den Pfand
 In meiner Lieblingskneipe sagt der Wirt zu mir
 ""Einen Ratschlag geb' ich dir""
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Ohne Alkohol fühlst du dich nicht wohl
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Sei immer auf der Hut (Hut), ohne Alkohol ist nicht gut
 Neulich musste ich zum Arzt, denn ich war krank
 War aber nicht schlimm, ich sage ""Gott sei Dank""
 Im schicken Wartezimmer saß ich ganz allein'
 Und zog mir Illustrierte rein (Für ihr)
 Kaum zwei Stunden später war ich auch schon dran
 Der Doktor sagte, ""Guten Tag, was ham' se dann?""
 Dann haut er mit 'nem Hammer auf einmal auf mein Knie
 Und sagt, ""Ab heute gilt für Sie folgendes""
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Ohne Alkohol fühlst du dich nicht wohl
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Sei immer auf der Hut (Hut), ohne Alkohol ist nicht gut
 Und jetzt alle, die keine Sachen ohne Alkohol trinken möchten
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Ohne Alkohol fühlst du dich nicht wohl
 Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol
 Sagt auch mein Freund Knut vom Getränkeinstitut
 Finger weg von Sachen ohne Alkohol (Alkohol, Alkohol)
 (Ohne Alkohol fühlst du dich nicht wohl)
 (Finger weg von Sachen ohne Alkohol, Alkohol, Alkohol)
", Ich werde oft gefragt
25,25,https://open.spotify.com/track/6Qh1P71UxvbwJ0Ui7zj0Qr,Der Mickie Krause Song,6Qh1P71UxvbwJ0Ui7zj0Qr,2013-03-08,Ikke Hüftgold,,
26,26,https://open.spotify.com/track/3FDSgVVOBt9f1ipmSPZHaf,Endlich Wieder Malle - Original Mix,3FDSgVVOBt9f1ipmSPZHaf,2017-04-21,Mia Julia," Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Weißt du noch im letzten Jahr?
 Das war der Sommer unseres Lebens!
 Weißt du noch wie geil das war?
 Wir waren jung, frei und laut
 Wir haben nächtelang von dir erzählt
 Das war der Sommer unseres Lebens
 Du hast uns wieder den Kopf verdreht
 Und den Verstand geraubt
 Jetzt kommt der Sommer
 Jetzt kommt der Sommer
 Wir feiern im Mallorcastyle (im Mallorcastyle)
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Was geht'n ab hier?
 Was geht'n ab hier?
 Was geht'n ab hier?
 Was geht'n ab hier?
 Was geht'n ab hier?
 Ab hier, ab hier, ab hier, ab, ab, ab, ab
 Aufstehen, abgehen
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Weißer Strand und Sangria
 Das wird der Sommer unseres Lebens
 Und das Gefühl ist wieder da
 Wir feiern diese geile Zeit
 Jetzt kommt der Sommer
 Jetzt kommt der Sommer
 Wir feiern im Mallorcastyle
 (Mallorcastyle, Mallorcastyle, Mallorcastyle, Mallorcastyle)
 Was geht'n ab hier?
 Was geht'n ab hier?
 Was geht'n ab hier?
 Was geht'n ab hier?
 Was geht'n ab hier?
 Ab hier, ab hier, ab hier, ab, ab, ab, ab
 Aufstehen, abgehen
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
 Endlich wieder Malle, endlich wieder da
 Endlich wieder Malle, auf ein neues Jahr
"," Endlich wieder Malle, endlich wieder da"
